,Smart Card,Recommended_Collaborative_Filtering
1080,200010651838,"FROZEN NON VEG, GIFT CARD & VOUCHERS, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, LAB, MILK FOOD"
1081,200010651856,"BATH, BED, FISH, FROZEN VEG, GLUCOSE & ENERGY, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD, SPORT"
1082,200010651971,"CERAMIC WARE, FASHION CONC, GIFT CARD & VOUCHERS, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MELAMINE WARE, PICKLE/CHUTNEY, SYRUPS & CONCENTRATE"
1083,200010652129,"COOKWARE METAL, FROZEN NON VEG, FROZEN VEG, GIFT CARD & VOUCHERS, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, MEN'S INNERWEAR, SPORT"
1084,200010652192,"FASHION CONC, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, MELAMINE WARE, OTHER RTD, SERVE/TABLE WARE, SPORT, TOOLS AND CAR CARE"
1085,200010652280,"BATHROOM AIDS, COLOUR COSMETICS, FASHION CONC, FROZEN VEG, INDIAN WEAR TOPS, MELAMINE WARE, OTHER RTD, PICKLE/CHUTNEY, SHOE CARE"
1086,200010652314,"CERAMIC WARE, FROZEN NON VEG, GLUCOSE & ENERGY, KITCHEN, KITCHEN APPLIANCES, MEN'S INNERWEAR, SERVE/TABLE WARE, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1087,200010652341,"BATHROOM AIDS, FROZEN, FURNISHING, INDIAN WEAR TOPS, KITCHEN, LAB, MEN'S BOTTOMWEAR, OTC FOOD, READY TO EAT"
1088,200010652509,"BATHROOM AIDS, COOKWARE METAL, EGG, FROZEN VEG, FURNISHING, KITCHEN APPLIANCES, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD"
1089,200010653298,"FROZEN VEG, GIFT CARD & VOUCHERS, KID'S BOYS TOP WEAR, KITCHEN APPLIANCES, MELAMINE WARE, MILK FOOD, PICKLE/CHUTNEY, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1090,200010653304,"BATH, DISINFECTANT AND MUL, ELECTRICAL EQUIPMENT, FISH, GLASS WARE, KITCHEN, SHOE CARE, SPORT, TOOLS AND CAR CARE"
1091,200010653474,"ALLNCE & MISC INCOME, BATH, CERAMIC WARE, DISINFECTANT AND MUL, GIFT CARD & VOUCHERS, LAB, MILK FOOD, OTHER RTD, READY TO EAT"
1092,200010653827,"BATHROOM AIDS, CERAMIC WARE, DISINFECTANT AND MUL, FROZEN, FROZEN NON VEG, GLASS WARE, KITCHEN TOOLS METAL, READY TO EAT, SHOE CARE"
1093,200010653836,"BED, COLOUR COSMETICS, FROZEN NON VEG, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, OTHER RTD, SERVE/TABLE WARE"
1094,200010653863,"BATH, CERAMIC WARE, FROZEN NON VEG, GLUCOSE & ENERGY, MELAMINE WARE, MILK FOOD, READY TO EAT, SYRUPS & CONCENTRATE, TEA BAGS"
1095,200010653906,"ALLNCE & MISC INCOME, BATH, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, PICKLE/CHUTNEY, SHOE CARE, SPORT, SYRUPS & CONCENTRATE"
1096,200010654808,"AIR FRESHENER, BATH, COOKWARE METAL, EGG, FROZEN VEG, KITCHEN, KITCHEN TOOLS METAL, MEN'S INNERWEAR, SHOE CARE"
1097,200010654844,"COOKWARE METAL, FASHION CONC, FROZEN NON VEG, FROZEN VEG, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, OTHER RTD, READY TO EAT"
1098,200010654853,"BATH, EGG, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE"
1099,200010707067,"BATH, ELECTRICAL EQUIPMENT, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, SERVE/TABLE WARE"
1100,200010707100,"BATH, COLOUR COSMETICS, FASHION CONC, FROZEN NON VEG, FURNISHING, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE, SHOE CARE"
1101,200010707146,"BATH, BED, CERAMIC WARE, GLUCOSE & ENERGY, MELAMINE WARE, SERVE/TABLE WARE, SPORT, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1102,200010708552,"ALLNCE & MISC INCOME, BROWN SPIRITS, FURNISHING, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, LAB, MEN'S BOTTOMWEAR, PICKLE/CHUTNEY"
1103,200010708695,"BED, FASHION CONC, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S TOPWEAR, OTC FOOD, SERVE/TABLE WARE"
1104,200010708792,"BATHROOM AIDS, COLOUR COSMETICS, DISINFECTANT AND MUL, FISH, KITCHEN APPLIANCES, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTC FOOD, OTHER RTD"
1105,200010730339,"COLOUR COSMETICS, DESSERT, FISH, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, MEN'S INNERWEAR, OTHER RTD, SHOE CARE"
1106,200010731152,"BATHROOM AIDS, EGG, INDIAN WEAR TOPS, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD, POULTRY, READY TO EAT, SERVE/TABLE WARE"
1107,200010731569,"BATH, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, MELAMINE WARE, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE"
1108,200010731602,"ALLNCE & MISC INCOME, CERAMIC WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, LAB, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE"
1109,200010731833,"BATH, BED, CERAMIC WARE, FROZEN NON VEG, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KITCHEN, SHOE CARE, TOOLS AND CAR CARE"
1110,200010731985,"BATH, CERAMIC WARE, FASHION CONC, FURNISHING, GLASS WARE, KID'S BOYS TOP WEAR, MELAMINE WARE, PACKD DRINKING WATER, PICKLE/CHUTNEY"
1111,200010732036,"ALLNCE & MISC INCOME, FASHION CONC, FROZEN, FROZEN NON VEG, FURNISHING, KIDS BOYS BWEAR, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, READY TO EAT"
1112,200010732045,"BATH, COLOUR COSMETICS, FROZEN VEG, KID'S BOYS TOP WEAR, LAB, MEN'S INNERWEAR, MILK FOOD, OTHER RTD, PACKD DRINKING WATER"
1113,200010732683,"BATHROOM AIDS, EGG, FASHION CONC, FROZEN, GLUCOSE & ENERGY, MELAMINE WARE, MEN'S INNERWEAR, OTHER RTD, SPORT"
1114,200010733576,"COOKWARE METAL, FROZEN VEG, FURNISHING, GIFT CARD & VOUCHERS, MEN'S TOPWEAR, MILK FOOD, OTHER RTD, PACKD DRINKING WATER, READY TO EAT"
1115,200010733646,"BATH, CERAMIC WARE, FASHION CONC, FROZEN VEG, FURNISHING, MILK FOOD, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE"
1116,200010733752,"ALLNCE & MISC INCOME, DESSERT, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN, KITCHEN APPLIANCES, KITCHEN TOOLS METAL, LAB, PICKLE/CHUTNEY"
1117,200010733813,"COLOUR COSMETICS, FISH, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, MEN'S INNERWEAR, SERVE/TABLE WARE, SHOE CARE, SPORT"
1118,200010733910,"BATH, CERAMIC WARE, FROZEN, FROZEN NON VEG, FROZEN VEG, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT, SHOE CARE"
1119,200010733974,"FASHION CONC, FROZEN NON VEG, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, MEN'S INNERWEAR, OTC FOOD, READY TO EAT, SYRUPS & CONCENTRATE"
1120,200010795628,"BATH, CERAMIC WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KITCHEN APPLIANCES, LAB, MELAMINE WARE, MILK FOOD, READY TO EAT"
1121,200010795707,"BATH, GLASS WARE, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, OTHER RTD, SPORT"
1122,200010795743,"FASHION CONC, FROZEN NON VEG, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, SHOE CARE"
1123,200010795798,"ALLNCE & MISC INCOME, BATHROOM AIDS, CERAMIC WARE, GIFT CARD & VOUCHERS, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, MILK FOOD, PACKD DRINKING WATER, READY TO EAT"
1124,200010795868,"FASHION CONC, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, SERVE/TABLE WARE, SPORT"
1125,200010796070,"COLOUR COSMETICS, FROZEN NON VEG, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, KITCHEN, KITCHEN APPLIANCES, OTHER RTD, SHOE CARE"
1126,200010796399,"ALLNCE & MISC INCOME, BED, CERAMIC WARE, GIFT CARD & VOUCHERS, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, SPORT, TEA BAGS, TOOLS AND CAR CARE"
1127,200010796496,"ALLNCE & MISC INCOME, BATH, BATHROOM AIDS, EGG, ELECTRICAL EQUIPMENT, MELAMINE WARE, OTHER RTD, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1128,200010798157,"BED, CERAMIC WARE, ELECTRICAL EQUIPMENT, FROZEN NON VEG, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MELAMINE WARE, SYRUPS & CONCENTRATE"
1129,200010798342,"ELECTRICAL EQUIPMENT, FASHION CONC, FROZEN NON VEG, FURNISHING, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE"
1130,200011324038,"ALLNCE & MISC INCOME, BATHROOM AIDS, DESSERT, DISINFECTANT AND MUL, GLASS WARE, KITCHEN, LAB, OTHER RTD, SHOE CARE"
1131,200011632566,"COOKWARE METAL, FISH, FROZEN VEG, FURNISHING, GLASS WARE, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S INNERWEAR, PACKD DRINKING WATER"
1132,200011632584,"BATH, EGG, FOOT WEAR CONC, FURNISHING, MELAMINE WARE, MEN'S BOTTOMWEAR, OTC FOOD, PICKLE/CHUTNEY, SHOE CARE"
1133,200011632797,"CERAMIC WARE, FURNISHING, GIFT CARD & VOUCHERS, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, LAB, MEN'S INNERWEAR, PACKD DRINKING WATER, SYRUPS & CONCENTRATE"
1134,200011632803,"CERAMIC WARE, FASHION CONC, FROZEN NON VEG, GIFT CARD & VOUCHERS, MEN'S INNERWEAR, MEN'S TOPWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE"
1135,200011632928,"COLOUR COSMETICS, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, OTHER RTD, PICKLE/CHUTNEY, SPORT, SYRUPS & CONCENTRATE"
1136,200011633732,"EGG, ELECTRICAL EQUIPMENT, GLASS WARE, INDIAN WEAR TOPS, KITCHEN TOOLS METAL, MEN'S INNERWEAR, SHOE CARE, SPORT, TEA BAGS"
1137,200011634528,"CARBONATED, FROZEN, GLUCOSE & ENERGY, MELAMINE WARE, MEN'S TOPWEAR, PICKLE/CHUTNEY, SPORT, TEA BAGS, TOOLS AND CAR CARE"
1138,200011634689,"BATH, CERAMIC WARE, FASHION CONC, GLUCOSE & ENERGY, INDIAN WEAR TOPS, KIDS BOYS BWEAR, KITCHEN, PACKD DRINKING WATER, SERVE/TABLE WARE"
1139,200011634722,"FASHION CONC, FROZEN NON VEG, FURNISHING, GLUCOSE & ENERGY, KITCHEN, MEN'S BOTTOMWEAR, OTC FOOD, SHOE CARE, SYRUPS & CONCENTRATE"
1140,200011634810,"BATH, COLOUR COSMETICS, FISH, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, MILK FOOD, OTHER RTD, SHOE CARE"
1141,200011634908,"CERAMIC WARE, FURNISHING, GLUCOSE & ENERGY, MELAMINE WARE, READY TO EAT, SERVE/TABLE WARE, SPORT, TEA BAGS, TOOLS AND CAR CARE"
1142,200011635013,"GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE, TEA BAGS"
1143,200011635101,"BATH, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, KITCHEN, LAB, MEN'S INNERWEAR, PACKD DRINKING WATER, SHOE CARE"
1144,200011635147,"FASHION CONC, FROZEN NON VEG, GIFT CARD & VOUCHERS, GLASS WARE, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, SPORT"
1145,200011635192,"BATH, FASHION CONC, FURNISHING, GLUCOSE & ENERGY, MELAMINE WARE, OTC FOOD, PACKD DRINKING WATER, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1146,200011635378,"CERAMIC WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MELAMINE WARE, PACKD DRINKING WATER, SPORT, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1147,200011635448,"EGG, ELECTRICAL EQUIPMENT, FASHION CONC, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1148,200011636483,"BATH, FASHION CONC, GLASS WARE, INDIAN WEAR TOPS, KITCHEN, MELAMINE WARE, MEN'S INNERWEAR, OTC FOOD, SPORT"
1149,200011637154,"BATH, COLOUR COSMETICS, FISH, FURNISHING, INDIAN WEAR TOPS, LAB, MEN'S INNERWEAR, OTHER RTD, SHOE CARE"
1150,200011637297,"FASHION CONC, FROZEN NON VEG, FROZEN VEG, INDIAN WEAR TOPS, KITCHEN, MEN'S INNERWEAR, OTC FOOD, PACKD DRINKING WATER, SYRUPS & CONCENTRATE"
1151,200011637312,"BATH, BATHROOM AIDS, EGG, ELECTRICAL EQUIPMENT, FASHION CONC, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, KITCHEN TOOLS METAL"
1152,200011637604,"BROWN SPIRITS, COOKWARE METAL, FROZEN VEG, GIFT CARD & VOUCHERS, GLASS WARE, MEAT, MEN'S INNERWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY"
1153,200011637969,"BROWN SPIRITS, CERAMIC WARE, GLASS WARE, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MILK FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE"
1154,200011637996,"FROZEN NON VEG, GIFT CARD & VOUCHERS, KIDS BOYS BWEAR, LAB, MELAMINE WARE, MEN'S TOPWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE"
1155,200011638074,"FROZEN NON VEG, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1156,200011638171,"BATHROOM AIDS, FROZEN NON VEG, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, LAB, OTHER RTD, SERVE/TABLE WARE"
1157,200011638199,"BED, FASHION CONC, FOOT WEAR CONC, FROZEN NON VEG, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, READY TO EAT, SERVE/TABLE WARE"
1158,200011638269,"FROZEN NON VEG, FROZEN VEG, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTHER RTD, SERVE/TABLE WARE"
1159,200011638463,"BATH, CERAMIC WARE, FASHION CONC, FROZEN NON VEG, FROZEN VEG, GIFT CARD & VOUCHERS, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE"
1160,200011638481,"BATH, FASHION CONC, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, MELAMINE WARE, PACKD DRINKING WATER, READY TO EAT, SYRUPS & CONCENTRATE"
1161,200011638579,"FASHION CONC, FROZEN VEG, GLASS WARE, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, OTC FOOD, PICKLE/CHUTNEY, SYRUPS & CONCENTRATE"
1162,200011638597,"CERAMIC WARE, FASHION CONC, FROZEN NON VEG, FURNISHING, KITCHEN, MEN'S BOTTOMWEAR, READY TO EAT, SHOE CARE, SYRUPS & CONCENTRATE"
1163,200011638603,"BATH, CERAMIC WARE, FROZEN, FROZEN NON VEG, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KITCHEN, MEN'S INNERWEAR, PACKD DRINKING WATER"
1164,200011639532,"CERAMIC WARE, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, KITCHEN, MELAMINE WARE, SYRUPS & CONCENTRATE"
1165,200011639587,"ALLNCE & MISC INCOME, CERAMIC WARE, COLOUR COSMETICS, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, OTHER RTD, SYRUPS & CONCENTRATE"
1166,200011639693,"FROZEN, GLASS WARE, INDIAN WEAR TOPS, KITCHEN, MEN'S INNERWEAR, OTC FOOD, SHOE CARE, SPORT, TOOLS AND CAR CARE"
1167,200011639897,"BROWN SPIRITS, FROZEN NON VEG, FURNISHING, KITCHEN APPLIANCES, LAB, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, READY TO EAT, SHOE CARE"
1168,200011639949,"EGG, FASHION CONC, FROZEN NON VEG, MELAMINE WARE, MEN'S BOTTOMWEAR, OTC FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
1169,200011641111,"FROZEN, FROZEN NON VEG, FURNISHING, GLASS WARE, KITCHEN, KITCHEN APPLIANCES, MELAMINE WARE, SERVE/TABLE WARE, TOOLS AND CAR CARE"
1170,200011641139,"FASHION CONC, FROZEN NON VEG, FROZEN VEG, GIFT CARD & VOUCHERS, MEN'S INNERWEAR, MILK FOOD, OTHER RTD, PACKD DRINKING WATER, SERVE/TABLE WARE"
1171,200011641236,"COLOUR COSMETICS, FURNISHING, GLASS WARE, LAB, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE, SHOE CARE, TOOLS AND CAR CARE"
1172,200011641315,"ALLNCE & MISC INCOME, CERAMIC WARE, ELECTRICAL EQUIPMENT, FROZEN, KIDS BOYS BWEAR, MEN'S TOPWEAR, READY TO EAT, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1173,200011641430,"BATHROOM AIDS, COOKWARE METAL, EGG, FROZEN NON VEG, INDIAN WEAR TOPS, KITCHEN, OTC FOOD, READY TO EAT, SYRUPS & CONCENTRATE"
1174,200011641476,"FASHION CONC, FROZEN NON VEG, FURNISHING, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, MEN'S BOTTOMWEAR, SERVE/TABLE WARE, SHOE CARE"
1175,200011641494,"BATHROOM AIDS, GLASS WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, MEAT, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD, PICKLE/CHUTNEY"
1176,200011641500,"BATH, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, LAB, MELAMINE WARE, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE"
1177,200011641528,"BATHROOM AIDS, COOKWARE METAL, FASHION CONC, GLUCOSE & ENERGY, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD, SYRUPS & CONCENTRATE"
1178,200011641555,"ALLNCE & MISC INCOME, DESSERT, GLASS WARE, KITCHEN TOOLS METAL, LAB, MEN'S INNERWEAR, OTHER RTD, READY TO EAT, SPORT"
1179,200011641926,"BATHROOM AIDS, CERAMIC WARE, FASHION CONC, MELAMINE WARE, MEN'S INNERWEAR, MILK FOOD, OTC FOOD, PACKD DRINKING WATER, SYRUPS & CONCENTRATE"
1180,200011642192,"EGG, FASHION CONC, FROZEN NON VEG, KITCHEN APPLIANCES, MEN'S TOPWEAR, OTC FOOD, PACKD DRINKING WATER, READY TO EAT, SERVE/TABLE WARE"
1181,200011642235,"BATH, COOKWARE METAL, FASHION CONC, FISH, FURNISHING, MILK FOOD, OTHER RTD, READY TO EAT, SHOE CARE"
1182,200011643094,"FASHION CONC, FROZEN NON VEG, FURNISHING, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, PACKD DRINKING WATER, SERVE/TABLE WARE, SHOE CARE"
1183,200011643207,"EGG, ELECTRICAL EQUIPMENT, FASHION CONC, FURNISHING, KIDS BOYS BWEAR, KITCHEN, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S BOTTOMWEAR"
1184,200011643252,"FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KITCHEN, MELAMINE WARE, MEN'S INNERWEAR, SPORT, SYRUPS & CONCENTRATE"
1185,200011643605,"BATHROOM AIDS, ELECTRICAL EQUIPMENT, FISH, GLASS WARE, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN APPLIANCES, KITCHEN TOOLS METAL, MELAMINE WARE"
1186,200011643942,"FASHION CONC, GLUCOSE & ENERGY, KIDS BOYS BWEAR, MELAMINE WARE, MEN'S BOTTOMWEAR, MILK FOOD, OTHER RTD, PICKLE/CHUTNEY, SYRUPS & CONCENTRATE"
1187,200011644589,"BROWN SPIRITS, COLOUR COSMETICS, FURNISHING, KITCHEN APPLIANCES, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, OTHER RTD, PACKD DRINKING WATER, PICKLE/CHUTNEY"
1188,200011644729,"FASHION CONC, FROZEN NON VEG, GLASS WARE, INDIAN WEAR TOPS, KITCHEN, MELAMINE WARE, MEN'S INNERWEAR, SERVE/TABLE WARE, SPORT"
1189,200011644783,"BATHROOM AIDS, CERAMIC WARE, COOKWARE METAL, DESSERT, FROZEN NON VEG, KID'S BOYS TOP WEAR, KITCHEN, LAB, MILK FOOD"
1190,200011644932,"BABY NEEDS, BATH, CERAMIC WARE, EGG, KITCHEN, MEN'S BOTTOMWEAR, MEN'S INNERWEAR, SERVE/TABLE WARE, SHOE CARE"
1191,200011645074,"GLUCOSE & ENERGY, INDIAN WEAR TOPS, KID'S BOYS TOP WEAR, KITCHEN APPLIANCES, MELAMINE WARE, MEN'S INNERWEAR, MEN'S TOPWEAR, OTHER RTD, SPORT"
1192,200011645278,"CERAMIC WARE, DESSERT, FASHION CONC, FURNISHING, GLASS WARE, MELAMINE WARE, MILK FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE"
1193,200011645658,"BATHROOM AIDS, COOKWARE METAL, DISINFECTANT AND MUL, FISH, GLASS WARE, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MEAT, MELAMINE WARE"
1194,200011645807,"BED, ELECTRICAL EQUIPMENT, FROZEN NON VEG, FURNISHING, INDIAN WEAR TOPS, KIDS BOYS BWEAR, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTC FOOD"
1195,200011645922,"COOKWARE METAL, FASHION CONC, FROZEN NON VEG, GLUCOSE & ENERGY, KIDS BOYS BWEAR, MEN'S BOTTOMWEAR, SERVE/TABLE WARE, SYRUPS & CONCENTRATE, TOOLS AND CAR CARE"
1196,200011646116,"BATHROOM AIDS, GLASS WARE, KIDS BOYS BWEAR, KITCHEN TOOLS METAL, LAB, MELAMINE WARE, OTC FOOD, OTHER RTD, PICKLE/CHUTNEY"
1197,200011646602,"BATH, FROZEN NON VEG, GLASS WARE, GLUCOSE & ENERGY, KITCHEN, LAB, MEN'S INNERWEAR, OTHER RTD, SHOE CARE"
1198,200011646754,"BED, FROZEN NON VEG, INDIAN WEAR TOPS, KITCHEN APPLIANCES, LAB, MEN'S INNERWEAR, PACKD DRINKING WATER, READY TO EAT, SYRUPS & CONCENTRATE"
1199,200011646772,"BATHROOM AIDS, COLOUR COSMETICS, FISH, FURNISHING, GLASS WARE, MEAT, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, OTHER RTD"
1200,200011647160,"ALLNCE & MISC INCOME, COLOUR COSMETICS, COOKWARE METAL, DISINFECTANT AND MUL, INDIAN WEAR TOPS, MEN'S INNERWEAR, OTHER RTD, PACKD DRINKING WATER, SHOE CARE"
1201,200011647285,"EGG, FASHION CONC, KIDS BOYS BWEAR, KITCHEN, MEN'S INNERWEAR, PACKD DRINKING WATER, READY TO EAT, SHOE CARE, SYRUPS & CONCENTRATE"
1202,200011647364,"BATH, CERAMIC WARE, FROZEN NON VEG, GLUCOSE & ENERGY, KID'S BOYS TOP WEAR, KIDS BOYS BWEAR, MILK FOOD, PACKD DRINKING WATER, SERVE/TABLE WARE"
1203,200011647610,"BED, BROWN SPIRITS, COLOUR COSMETICS, FURNISHING, GLASS WARE, MEN'S BOTTOMWEAR, OTC FOOD, SYRUPS & CONCENTRATE, TEA BAGS"
1204,200011647629,"BATH, BATHROOM AIDS, ELECTRICAL EQUIPMENT, FASHION CONC, FROZEN NON VEG, KITCHEN, MELAMINE WARE, MEN'S TOPWEAR, SERVE/TABLE WARE"
1205,200011647708,"COLOUR COSMETICS, DESSERT, FASHION CONC, FURNISHING, GLASS WARE, INDIAN WEAR TOPS, MEAT, MILK FOOD, OTHER RTD"
1206,200011647957,"ALLNCE & MISC INCOME, BED, COLOUR COSMETICS, KITCHEN APPLIANCES, LAB, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, MILK FOOD, OTHER RTD"
1207,200011647975,"FASHION CONC, FROZEN NON VEG, FROZEN VEG, INDIAN WEAR TOPS, MEN'S INNERWEAR, PACKD DRINKING WATER, PICKLE/CHUTNEY, SERVE/TABLE WARE, SYRUPS & CONCENTRATE"
1208,200011648415,"ELECTRICAL EQUIPMENT, FROZEN, FROZEN NON VEG, GLUCOSE & ENERGY, KIDS BOYS BWEAR, KITCHEN, MEN'S BOTTOMWEAR, MEN'S TOPWEAR, SERVE/TABLE WARE"
1209,200011648442,"ALLNCE & MISC INCOME, BATH, BATHROOM AIDS, FROZEN, FURNISHING, LAB, MEN'S INNERWEAR, PACKD DRINKING WATER, READY TO EAT"
1210,200011648521,"BATHROOM AIDS, ELECTRICAL EQUIPMENT, FROZEN NON VEG, KIDS BOYS BWEAR, KITCHEN, MEN'S INNERWEAR, MEN'S TOPWEAR, READY TO EAT, SYRUPS & CONCENTRATE"
1211,200011648619,"BATHROOM AIDS, DESSERT, FURNISHING, INDIAN WEAR TOPS, MEN'S BOTTOMWEAR, OTC FOOD, PACKD DRINKING WATER, PICKLE/CHUTNEY, READY TO EAT"
1212,200011648673,"BATH, CERAMIC WARE, DISINFECTANT AND MUL, LAB, MEN'S TOPWEAR, MILK FOOD, PACKD DRINKING WATER, SHOE CARE, TOOLS AND CAR CARE"
